,id,text,label
2502,30737,"Dr Wong is awarded the BBS for his meritorious public and community service, particularly his valuable contribution in promoting trade and industrial development, as well as to the work of the Protection of Wages on Insolvency Fund Board.",1
2503,30738,Mr Wong is awarded the BBS for his dedicated and meritorious service to the Government for over 25 years. He is currently a Deputy Director of Environmental Protection of the Environmental Protection Department.,1
2504,30739,Mr Chung is awarded the BBS for his dedicated and meritorious service to the Government for over 38 years. He retired as a Senior Assistant Director of Municipal Services of the Leisure and Cultural Services Department.,1
2505,30740,Mr Kwong is awarded the BBS for his dedicated and meritorious service to the Government for over 30 years. He retired as a Principal Government Engineer of the Civil Engineering and Development Department.,1
2506,30741,Mr Lo is awarded the BBS for his dedicated and meritorious service to the Government for over 40 years. He retired as an Assistant Director of Municipal Services of the Food and Environmental Hygiene Department.,1
2507,30742,"Mr Tong is awarded the BBS for his dedicated and meritorious service to the Government for over 28 years, particularly his significant contribution to the HKSAR Government's Sichuan reconstruction projects. He retired as a Government Architect of the Development Bureau.",1
2508,30743,"Mr Chan is awarded the BBS for his dedicated and meritorious service to the Government for over 34 years, particularly in significantly enhancing slope safety in Hong Kong. He retired as a Principal Government Geotechnical Engineer of the Civil Engineering and Development Department.",1
2509,30744,Mr Tse is awarded the BBS for his dedicated and meritorious service to the Government for over 35 years. He is currently a Deputy Director of Information Services of the Information Services Department.,1
2510,30745,Mr Chuen is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Sergeant and has served in the Force for over 36 years.,1
2511,30746,Mr Ng is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Station Sergeant after serving in the Force for over 33 years.,1
2512,30747,Mr Li is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Station Sergeant after serving in the Force for over 34 years.,1
2513,30748,Mr Chau is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Chief Superintendent of Police and has served in the Force for over 34 years.,1
2514,30749,Mr Lam is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Superintendent of Police and has served in the Force for over 34 years.,1
2515,30750,Ms Lam is awarded the Hong Kong Police Medal for Meritorious Service for her exemplary and devoted service in the Hong Kong Police Force. She retired as a Senior Inspector of Police after serving in the Force for over 35 years.,1
2516,30751,Miss Lam is awarded the Hong Kong Police Medal for Meritorious Service for her exemplary and devoted service in the Hong Kong Police Force. She retired as a Superintendent of Police after serving in the Force for over 32 years.,1
2517,30752,Mr Hung is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Station Sergeant after serving in the Force for over 35 years.,1
2518,30753,Mr Wu is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Sergeant after serving in the Force for over 38 years.,1
2519,30754,Mr Tong is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Chief Inspector of Police and has served in the Force for over 34 years.,1
2520,30755,Ms Cheung is awarded the Hong Kong Police Medal for Meritorious Service for her exemplary and devoted service in the Hong Kong Police Force. She is now a Senior Superintendent of Police and has served in the Force for over 33 years.,1
2521,30756,Mr Chi is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Superintendent of Police after serving in the Force for over 30 years.,1
2522,30757,Mr Chan is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Station Sergeant after serving in the Force for over 38 years.,1
2523,30758,Mr Chan is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Senior Superintendent of Police and has served in the Force for over 29 years.,1
2524,30759,Mr Wordsworth is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Chief Superintendent of Police and has served in the Force for over 32 years.,1
2525,30760,Mr Ip is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Station Sergeant and has served in the Force for over 36 years.,1
2526,30761,Mr Cheng is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Senior Inspector of Police and has served in the Force for over 36 years.,1
2527,30762,Mr Chung is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Senior Inspector of Police after serving in the Force for over 35 years.,1
2528,30763,Mr Chung is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Station Sergeant and has served in the Force for over 29 years.,1
2529,30764,Mr Law is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He retired as a Senior Superintendent of Police after serving in the Force for over 33 years.,1
2530,30765,Mr So is awarded the Hong Kong Police Medal for Meritorious Service for his exemplary and devoted service in the Hong Kong Police Force. He is now a Chief Superintendent of Police and has served in the Force for over 35 years.,1
2531,30766,Mr Yip is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He retired as a Senior Divisional Officer after serving in the Department for over 33 years.,1
2532,30767,Mr Szeto is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He is now a Deputy Chief Fire Officer and has served in the Department for over 34 years.,1
2533,30768,Mr Ho is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He retired as a Senior Ambulance Officer after serving in the Department for over 33 years.,1
2534,30769,Mr Lee is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He retired as a Principal Fireman after serving in the Department for over 34 years.,1
2535,30770,Mr Leung is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He retired as a Principal Ambulanceman after serving in the Department for over 32 years.,1
2536,30771,Mr Chan is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He is now a Principal Fireman and has served in the Department for over 35 years.,1
2537,30772,Mr Yeung is awarded the Hong Kong Fire Services Medal for Meritorious Service for his exemplary and devoted service in the Fire Services Department. He is now a Principal Fireman and has served in the Department for over 34 years.,1
2538,30773,Mr Pak is awarded the Hong Kong Immigration Service Medal for Meritorious Service for his exemplary and devoted service in the Immigration Department. He is now an Assistant Principal Immigration Officer and has served in the Department for over 30 years.,1
2539,30774,Mr Lee is awarded the Hong Kong Immigration Service Medal for Meritorious Service for his exemplary and devoted service in the Immigration Department. He is now a Chief Immigration Officer and has served in the Department for over 33 years.,1
2540,30775,Ms Chan is awarded the Hong Kong Immigration Service Medal for Meritorious Service for her exemplary and devoted service in the Immigration Department. She is now a Chief Immigration Officer and has served in the Department for over 32 years.,1
2541,30776,Mr Cheng is awarded the Hong Kong Immigration Service Medal for Meritorious Service for his exemplary and devoted service in the Immigration Department. He is now a Chief Immigration Assistant and has served in the Department for over 24 years.,1
2542,30777,Mr Ho is awarded the Hong Kong Customs and Excise Medal for Meritorious Service for his exemplary and devoted service in the Customs and Excise Department. He is now a Chief Superintendent of Customs and Excise and has served in the Department for over 27 years.,1
2543,30778,Mr Lee is awarded the Hong Kong Customs and Excise Medal for Meritorious Service for his exemplary and devoted service in the Customs and Excise Department. He is now a Senior Superintendent of Customs and Excise and has served in the Department for over 35 years.,1
2544,30779,Mr Chow is awarded the Hong Kong Customs and Excise Medal for Meritorious Service for his exemplary and devoted service in the Customs and Excise Department. He is now a Senior Superintendent of Customs and Excise and has served in the Department for over 33 years.,1
2545,30780,Ms Chow is awarded the Hong Kong Customs and Excise Medal for Meritorious Service for her exemplary and devoted service in the Customs and Excise Department. She retired as a Chief Customs Officer after serving in the Department for over 34 years.,1
2546,30781,Ms Chan is awarded the Hong Kong Correctional Services Medal for Meritorious Service for her exemplary and devoted service in the Correctional Services Department. She is now an Assistant Officer I and has served in the Department for over 31 years.,1
2547,30782,Mr Fung is awarded the Hong Kong Correctional Services Medal for Meritorious Service for his exemplary and devoted service in the Correctional Services Department. He is now an Assistant Officer I and has served in the Department for over 32 years.,1
2548,30783,Mr Au is awarded the Hong Kong Correctional Services Medal for Meritorious Service for his exemplary and devoted service in the Correctional Services Department. He is now a Senior Superintendent of Correctional Services and has served in the Department for over 29 years.,1
2549,30784,Mr Lo is awarded the Hong Kong Correctional Services Medal for Meritorious Service for his exemplary and devoted service in the Correctional Services Department. He is now a General Manager (Correctional Services Industries) and has served in the Department for over 33 years.,1
2550,30785,Mr Tse is awarded the Hong Kong Correctional Services Medal for Meritorious Service for his exemplary and devoted service in the Correctional Services Department. He is now a Chief Officer and has served in the Department for over 33 years.,1
2551,30786,Mr Fok is awarded the Government Flying Service Medal for Meritorious Service for his exemplary and devoted service in the Government Flying Service. He is now an Air Crewman Officer I and has served in the department for over 20 years.,1
2552,30787,Mr Wong is awarded the Hong Kong ICAC Medal for Meritorious Service for his exemplary and devoted service in the ICAC. He is now a Commission Against Corruption Officer (Upper) and has served in the Commission for over 35 years.,1
2553,30788,Mr Lai is awarded the Hong Kong ICAC Medal for Meritorious Service for his exemplary and devoted service in the ICAC. He is now a Senior Commission Against Corruption Officer and has served in the Commission for over 38 years.,1
2554,30789,Mr Tam is awarded the MH for his outstanding and dedicated service in the Clerical Officer Grade. He is currently a Senior Clerical Officer in the Hong Kong Police Force and has over 39 years of exemplary service with the Government.,1
2555,30790,Mr Chu is awarded the MH for his outstanding and dedicated service in the Building Services Inspector Grade. He is currently a Chief Technical Officer in the Housing Department and has over 37 years of exemplary service with the Government.,1
2556,30791,Mr Li is awarded the MH for his outstanding and dedicated service in the Shift Charge Engineer Grade. He is currently a Shift Charge Engineer in the Electrical and Mechanical Services Department and has over 41 years of exemplary service with the Government.,1
2557,30792,Mr Lee is awarded the MH for his outstanding and dedicated service in the Clerical Officer Grade. He is currently a Senior Clerical Officer in the Social Welfare Department and has over 39 years of exemplary service with the Government.,1
2558,30793,"Ms Li is awarded the MH for her outstanding and dedicated service in the Field Officer Grade. She is currently a Senior Field Officer in the Agriculture, Fisheries and Conservation Department and has over 30 years of exemplary service with the Government.",1
2559,30794,Mr Wong is awarded the MH for his outstanding and dedicated service in the Occupational Safety Officer Grade. He retired as a Deputy Chief Occupational Safety Officer after serving over 35 years with the Government.,1
2560,30795,Mr Pang is awarded the MH for his outstanding and dedicated service in the Police Telecommunications Inspector Grade. He retired as a Controller (Police Telecommunications) after serving over 37 years with the Government.,1
2561,30796,"Dr Yeung is awarded the MH for his outstanding and dedicated service in the Forestry Officer Grade. He is currently a Senior Forestry Officer in the Agriculture, Fisheries and Conservation Department and has over 23 years of exemplary service with the Government.",1
2562,30797,Ms Tse is awarded the MH for her outstanding and dedicated service in the Clerical Officer Grade. She is currently a Senior Clerical Officer in the Housing Department and has over 40 years of exemplary service with the Government.,1
2563,30798,Mr Ngai is awarded the MH for his outstanding and dedicated service in the Police Communications Officer Grade. He is currently a Chief Police Communications Officer in the Hong Kong Police Force and has over 35 years of exemplary service with the Government.,1
2564,30799,"Carson Yeung Ka Sing (Chinese: 楊家誠; pinyin: Yáng Jiāchéng; Wade–Giles: Yang Chia-ch'eng; born 27 February 1960)[1] is a Hong Kong businessman who, until February 2014, was the president of English football club Birmingham City F.C., and chairman and an executive director of Birmingham International Holdings (previously Grandtop International Holdings), an investment, entertainment and sportswear firm registered in the Cayman Islands,[2] which owns that club.[3] He is also a director of Universal Energy Resources Holdings and Universal Management Consultancy Ltd.[4]",1
2565,30800,"In March 2014, Yeung was convicted on five counts of money laundering and sentenced to six years' imprisonment,[5] he is currently serving his sentence after the Hong Kong Court of Final Appeal rejected his final appeal.",3
2566,30801,"Yeung began his investment career making his first fortune in the Hong Kong Real Estate industry.[6] In 1997, he began having financial trouble caused by the Asian financial crisis, he tried to recover by investing in penny stocks in 1999 to use shares to cover failed shares.[6]",1
2567,30802,"Yeung was the chairman of Hong Kong First Division outfit Hong Kong Rangers from 2005 to 2006.[2] In 2005, he made an £80,000 donation to the local football association after buying shirts worn by famous English footballers at auction.[8]",1
2568,30803,"In 2007, he unsuccessfully attempted to take over Birmingham City.[9] Yeung failed to deliver the money for the takeover by the deadline of 30 November 2007 and as a result the takeover bid fell through, he was held responsible for the club's U-turn on the contract offered to manager Steve Bruce in May 2007, which led to Bruce's decision to resign from the club and move to Wigan Athletic F.C. of November that year.[10]",1
2569,30804,"On 21 August 2009, it was reported that Grandtop had made an offer of £81.51 million for Birmingham City Football Club.[12]The Standard reported on 25 August 2009 that Yeung had offered £57 million (HK$729 million) to buy newly promoted Birmingham City, and had reportedly promised the club's manager Alex McLeish £50 million to buy new players, his Hong Kong-listed Grandtop International already had a 29.9 percent stake in the club. He said the firm would raise HK$785 million for the acquisition through a rights issue.[13]",1
2570,30805,"Yeung has been a real estate investor in Chongqing, Liaoning and Inner Mongolia. In November 2007 he was looking to sell off residential and commercial developments to Golden Resorts Group (黃金集團) but had difficulties in selling them.[16] In addition, Beijing was stepping up measures to cool off the mainland property market, which affected his revenue streams.[6][16] Similar issues occurred in 2011 when he tried to sell plots of land in Liaoning,[16] he ran into debt in a number of sectors owing millions to HSBC, and many others. He had to borrow large amounts of money and put his luxury home up for sale at Mid-levels.[16] On 4 June 2012, the High Court ordered Carson Yeung Ka-sing to vacate and hand over a HK$300 million mansion on Barker Road to Wing Hang Bank within 56 days after he failed to repay a loan of HK$50 million.[17]",1
2571,30806,"On 29 June 2011, Yeung was arrested at his home in Hong Kong in connection with alleged money laundering.[18] Police officers also swooped on the offices of Birmingham International, and left with an assortment of documents. A brief statement mentioned that Narcotics Bureau officers searched two locations – one on Hong Kong Island and the other in Kowloon – and seized documents; the charges involved five counts of dealing with property known or believed to represent proceeds of an indictable offence.[19] His hearing was adjourned until 11 August 2011, and was remanded on bail of HK$7 million (US$900,000).",3
2572,30807,"Yeung was supposed to travel on 14 September 2011 to attend to his duties at Birmingham City football club. Given permission to travel after his cash bail was doubled to HK$8 million the prosecution appealed on the grounds there was a risk of him not returning; the High Court allowed an appeal and reversed the ruling made in August by the District Court and gave him permission to leave Hong Kong for England.[20] Yeung's trial opened in May 2013 and lasted until March 2014, when he was found guilty on five counts of money laundering a total of HK$720 million and was sentenced to six years' imprisonment;[5] the trial judge, Douglas Yau, commented that Yeung was ""not a witness of truth"",[21] and that his sentence included a necessary element of deterrence.[5]",3
2573,30808,"On 14 August 2015, the Hong Kong Court of Final Appeal granted Yeung leave to appeal his conviction and released him on HK$7 million bail and cash surety of HK$6 million. Yeung was ordered to surrender his travel documents and not to leave Hong Kong.[24] On 12 July 2016, the Court of Final Appeal rejected Yeung's appeal and he was immediately taken back into custody.[25]",3
2574,30809,"The Yale romanization of Mandarin is a system for transcribing the sounds of Standard Chinese, based on Mandarin Chinese varieties spoken in and around Beijing. It was devised in 1943 by the Yale sinologistGeorge Kennedy for a course teaching Chinese to American soldiers, popularized by continued development of that course at Yale; the system approximated Chinese sounds using English spelling conventions in order to accelerate acquisition of pronunciation by English speakers. The Yale romanization was used in Western textbooks until the late 1970s; the situation was reversed once the relations between the People's Republic of China and the West had improved. Communist China became a member of the United Nations in 1971 by replacing Nationalist China. By 1979, much of the world adopted pinyin as the standard romanization for Chinese geographical names. In 1982, pinyin became an ISO standard; the tables below show the Yale Mandarin representation of each Chinese sound, together with the corresponding IPA phonetic symbol, equivalent representations in Zhùyīn Fúhào and Hanyu Pinyin.",1
2575,30810,"In Mandarin and affricate consonants are all voiceless, but show a contrast between an aspirated and unaspirated series. A much-criticized feature of the Wade–Giles system was its use of an apostrophe to indicate aspiration, as in the syllable t'a contrasting with the unaspirated ta; the corresponding Yale spellings, ta and da suggest an approximation of the aspiration distinction to speakers of English, in which voiceless consonants like t are pronounced with distinct aspiration when they occur at the start of a word, but voiced ones like d are pronounced unaspirated and with weakened voicing in that position. Similar conventions were used in the earlier Gwoyeu Romatzyh system and the pinyin system; the Yale system, like Wade-Giles and Gwoyeu Romatzyh, represents palatal consonants using letters for similar sounds with which they are in complementary distribution. This is more intuitive for English speakers than the pinyin usage of the letters q and x wherein they no longer carry their expected values.",1
2576,30811,"For example, q in pinyin is pronounced something like the ch in chicken and is written as ch in Yale Romanization. Xi in pinyin is pronounced something like English she. Syllables with syllabic fricatives are spelled jr, shr, r, dz, tsz, sz, suggesting approximate pronunciations to English speakers. In pinyin, these are all spelled -i. For example, ""knowledge"" is spelled chih-shih in Wade–Giles and zhishi in pinyin, but in Yale romanization it is written jr-shr—only the last will elicit a near-correct pronunciation from an unprepared English speaker. Tone was marked using diacritics whose shape suggested the corresponding pitch contour: ā, á, ǎ and à; the same method was adopted by pinyin. Yale romanization of CantoneseYale romanization of Korean Comparison of Chinese transcription systems ""Comparison chart of Yale Romanization for Mandarin with Hanyu Pinyin and Zhuyin Fuhao"". Archived from the original on July 16, 2014",1
2577,30812,"Chongqingromanized as Chungking, is a major city in southwest China. Administratively, it is one of China's four municipalities under the direct administration of central government, the only such municipality in China located far away from the coast. Chongqing was a municipality during the Republic of China administration, serving as its wartime capital during the Second Sino-Japanese War; the current municipality was recreated on 14 March 1997 to help develop the central and western parts of China. The Chongqing administrative municipality has a population of over 30 million, spread over an area the size of Austria; the city of Chongqing made of 9 urban districts has a much smaller population of 8,518,000 as of 2016 estimation. According to the 2010 census, Chongqing is the most populous Chinese municipality, the largest direct-controlled municipality in China, containing 26 districts, eight counties, four autonomous counties; the official abbreviation of the city, ""Yu"", was approved by the State Council on 18 April 1997.",1
2578,30813,"This abbreviation is derived from the old name of a part of the Jialing River that runs through Chongqing and feeds into the Yangtze River. Chongqing has culture. Being one of China's National Central Cities, it serves as the economic centre of the upstream Yangtze basin, it is a major manufacturing transportation hub. Tradition associates Chongqing with the State of Ba; this new capital was first named Jiangzhou. Jiangzhou subsequently remained under Qin Shi Huang's rule during the Qin dynasty, the successor of the Qin State, under the control of Han dynasty emperors. Jiangzhou was subsequently renamed during the Northern and Southern dynasties to Chu Prefecture in 581 AD to Yu Prefecture, in 1102 during Northern Song to Gong Prefecture; the name Yu however survives to this day as an abbreviation for Chongqing, the city centre where the old town stood is called Yuzhong. It received its current name in 1189, after Prince Zhao Dun of the Southern Song dynasty described his crowning as king and Emperor Guangzong as a ""double celebration"".",1
2579,30814,"In his honour, Yu Prefecture was therefore renamed Chongqing subprefecture marking the occasion of his enthronement. In 1362, Ming Yuzhen, a peasant rebel leader, established the Daxia Kingdom at Chongqing for a short time. In 1621, another short-lived kingdom of Daliang was established by She Chongming with Chongqing as its capital. In 1644, after the fall of the Ming dynasty to a rebel army, together with the rest of Sichuan, was captured by Zhang Xianzhong, said to have massacred a large number of people in Sichuan and depopulated the province, in part by causing many people to flee to safety elsewhere; the Manchus conquered the province, during the Qing dynasty, immigration to Chongqing and Sichuan took place with the support of the Qing emperor. In 1890, the British Consulate General was opened in Chongqing; the following year, the city became the first inland commerce port open to foreigners. The French, German, US and Japanese consulates were opened in Chongqing in 1896–1904. During and after the Second Sino-Japanese War, from Nov 1937 to May 1946, it was Generalissimo Chiang Kai-shek's provisional capital.",1
2580,30815,"After Britain, the United States, other Allies entered the war in Asia in December 1941, one of the Allies' deputy commanders of operations in South East Asia, Joseph Stilwell, was based in the city. The city was visited by Lord Louis Mountbatten, the Supreme Commander of SEAC, itself headquartered in Ceylon, modern day Sri Lanka. Chiang Kai Shek as Supreme Commander in China worked with Stilwell; the Japanese Air Force bombed it. Due to its mountainous environment, many people were saved from the bombing. Due to the bravery and sacrifices made by the local people during World War II, Chongqing became known as the City of Heroes. Many factories and universities were relocated from eastern China to Chongqing during the war, transforming this city from inland port to a industrialized city. In late November 1949 the Nationalist KMT government fled the city. On 14 March 1997, the Eighth National People's Congress decided to merge the Sub-provincial city with the neighbouring Fuling and Qianjiang prefectures that it had governed on behalf of the province since September 1996.",1
2581,30816,"The resulting single division became Chongqing Municipality, containing 30,020,000 people in forty-three former counties. The municipality became the spearhead of China's effort to develop its western regions and to coordinate the resettlement of residents from the reservoir areas of the Three Gorges Dam project, its first official ceremony took place on 18 June 1997. On 8 February 2010, Chongqing became one of the four National Central/Core cities, the other three are Beijing and Tianjin. On 18 June 2010, Liangjiang New Area was established in Chongqing, the third State-level new areas at the time of its establishment. In the first decade of the 21st century, the city became notorious for organised crime and corruption. Gangsters oversaw businesses involving billions of yuan and the corruption reached into the law-en",1
2582,30817,"The Asian financial crisis was a period of financial crisis that gripped much of East and Southeast Asia beginning in July 1997 and raised fears of a worldwide economic meltdown due to financial contagion. The crisis started in Thailand with the financial collapse of the Thai baht after the Thai government was forced to float the baht due to lack of foreign currency to support its currency peg to the U. S. dollar. At the time, Thailand had acquired a burden of foreign debt that made the country bankrupt before the collapse of its currency; as the crisis spread, most of Southeast Asia and Japan saw slumping currencies, devalued stock markets and other asset prices, a precipitous rise in private debt. Indonesia, South Korea, Thailand were the countries most affected by the crisis. Hong Kong, Laos and the Philippines were hurt by the slump. Brunei, Singapore and Vietnam were less affected, although all suffered from a loss of demand and confidence throughout the region. Japan was affected, though less significantly.",1
2583,30818,"Foreign debt-to-GDP ratios rose from 100% to 167% in the four large Association of Southeast Asian Nations economies in 1993–96 shot up beyond 180% during the worst of the crisis. In South Korea, the ratios rose from 13% to 21% and as high as 40%, while the other northern newly industrialized countries fared much better. Only in Thailand and South Korea did. Although most of the governments of Asia had sound fiscal policies, the International Monetary Fund stepped in to initiate a $40 billion program to stabilize the currencies of South Korea and Indonesia, economies hard hit by the crisis; the efforts to stem a global economic crisis did little to stabilize the domestic situation in Indonesia, however. After 30 years in power, Indonesian PresidentSuharto was forced to step down on 21 May 1998 in the wake of widespread rioting that followed sharp price increases caused by a drastic devaluation of the rupiah; the effects of the crisis lingered through 1998. In 1998, growth in the Philippines dropped to zero.",1
2584,30819,"Only Singapore and Taiwan proved insulated from the shock, but both suffered serious hits in passing, the former due to its size and geographical location between Malaysia and Indonesia. By 1999, analysts saw signs that the economies of Asia were beginning to recover. After the crisis, economies in the region worked toward financial stability and better financial supervision; until 1999, Asia attracted half of the total capital inflow into developing countries. The economies of Southeast Asia in particular maintained high interest rates attractive to foreign investors looking for a high rate of return; as a result, the region's economies received a large inflow of money and experienced a dramatic run-up in asset prices. At the same time, the regional economies of Thailand, Indonesia and South Korea experienced high growth rates, of 8–12% GDP, in the late 1980s and early 1990s; this achievement was acclaimed by financial institutions including IMF and World Bank, was known as part of the ""Asian economic miracle"".",1
2585,30820,"The cause of the debacle are many and disputed. Thailand's economy developed into an economic bubble fueled by hot money. More and more was required as the size of the bubble grew; the same type of situation happened in Malaysia and Indonesia, which had the added complication of what was called ""crony capitalism"". The short-term capital flow was expensive and highly conditioned for quick profit. Development money went in a uncontrolled manner to certain people only - not the best suited or most efficient, but those closest to the centers of power. In the mid-1990s, Thailand and South Korea had large private current account deficits, the maintenance of fixed exchange rates encouraged external borrowing and led to excessive exposure to foreign exchange risk in both the financial and corporate sectors. In the mid-1990s, a series of external shocks began to change the economic environment; the devaluation of the Chinese renminbi, the Japanese yen due to the Plaza Accord of 1985, the raising of U. S. interest rates which led to a strong U.",1
2586,30821,"S. dollar, the sharp decline in semiconductor prices, all adversely affected their growth. As the U. S. economy recovered from a recession in the early 1990s, the U. S. Federal Reserve Bank under Alan Greenspan began to raise U. S. interest rates to head off inflation. This made the United States a more attractive investment destination relative to Southeast Asia, attracting hot money flows through high short-term interest rates, raised the value of the U. S. dollar. For the Southeast Asian nations which had currencies pegged to the U. S. dollar, the higher U. S. dollar caused their own exports to become more expensive and less competitive in the global markets. At the same time, Southeast Asia's export growth slowed in the spring of 1996, deteriorating their current account position; some economists have advanced the growing exports of China as a factor contributing to ASEAN nations' export growth slowdown, though these economists maintain the main cause of their crises was excessive real estate speculation.",1
2587,30822,"China had begun to compete with other Asian exporters in the 1990s after the implementation of a number of export-oriented reforms. Other economists dispute China's impact, noting that both ASEAN and China experienced simultaneous rapid export growth in the early 1990s. Many economists believe that the Asian crisis was created not by market psychology or technology, but by policies that distorted incentives within the lender–borrower relationship. The",1
2588,30823,"OCBC Wing Hang Bank Limited Wing Hang Bank Limited is a licensed bank with its head office in Hong Kong, where it is the eighth biggest bank by total assets. Since end of July 2014 Wing Hang Bank has been a subsidiary of Oversea-Chinese Banking Corporation of Singapore; the acquisition of Wing Hang has given OCBC a network of about 70 branches spanning Hong Kong and mainland China to add to OCBC's existing operations in Hong Kong and China. Mr Y K Fung established Wing Hang Ngan Ho in 1937 in Canton to engage in money changing, its early years were difficult due to the turbulent economic conditions in China. In 1941, the firm established Banco Weng Hang, in Macau. In 1945 Wing Hang Ngan Ho re-established itself in Hong Kong with a capital of HK$300,000 and a staff of 19; the firm in 1960 incorporated as Wing Hang Bank. In 1973 the Irving Trust Company of New York acquired a majority interest in Wing Hang and the partnership provided the Bank with a stronger financial base and the expertise of a major international bank.",1
2589,30824,"In 1979 the Head Office Building was re-developed and provided much needed modern facilities for its operations. In 1989 Irving Trust Company merged with The Bank of New York. In July 1993, Wing Hang Bank listed its shares on the Hong Kong Stock Exchange. In August 2004, Wing Hang completed the merger with Chekiang First Bank, a local bank noted for its solid credit history and high quality portfolio; this acquisition provided the Bank with coverage in the market. In January 2007, the Bank acquired Inchroy Credit Corporation, a major financial institution engaged in the hire purchase and lease financing business. In July 2007, The Bank of New York Company Inc. merged with Mellon Financial Corporation to form The Bank of New York Mellon Corporation. That same year Wing Hang established Wing Hang Bank. Singapore's OCBC Bank has acquired Wing Hang in 2014 for $6.23 billion SGD. Under the Hong Kong Companies Ordinance, OCBC Bank, with 97.52 percent of Wing Hang's shares, compulsorily acquired the bank on 29 July 2014.",1
2590,30825,"Radio Television Hong Kong is the public broadcasting service in Hong Kong. GOW, the predecessor to RTHK was established in 1928 as the first broadcasting service in Hong Kong; as a government department under the Commerce and Economic Development Bureau of the Hong Kong Government, RTHK's educational and public affairs programmes are broadcast on its seven radio channels and three television channels, as well as commercial television channels. Unlike other public broadcasters like the BBC and NHK, which are funded by licence fees, RTHK is directly supported by an annual government funding; the Hong Kong Government launched its first radio broadcasting station, known as ""GOW"", on 30th June 1928, with a starting staff of only six people. Several name changes occurred over the next few years, it became known as ""Radio Hong Kong"" in 1948. In 1949, broadcasting operations were taken over by the Government Information Services, but by 1954, RHK had managed to establish itself as an independent department.",1
2591,30826,"Up until 1966, the radio station was only on-air for three periods during the day. This was due to many of the presenters being part-time freelancers who had to fit their radio appearances in with their normal daily working schedule. In 1969, the station's medium wave AM transmitting station was moved from a waterfront site in Hung Hom to the summit of Golden Hill in the New Territories. Although the new transmitters were much more powerful, the mountain-top site proved unsuitable for medium wave transmissions and reception in some areas has remained problematic since. In March 1969, RHK moved its headquarters to new purpose-built studios located at Broadcasting House in Kowloon Tong. A Public Affairs Television Unit was established in 1970 to produce TV programmes for required broadcast by independent channels. At that time, RTHK did not have its own television broadcast transmitters. In 1973, RTHK set up its own radio newsroom. Prior to this, all news had been prepared by Government Information Services staff.",1
2592,30827,"Until 1969, headlines were sent to the studios every half-hour by teleprinter from the GIS headquarters in Central District, while the three daily full bulletins were hand-delivered by a messenger. This arrangement became impractical following the move to the new studios in 1969, so a GIS newsroom was set up in Broadcasting House; this arrangement proved unsatisfactory and RTHK's own journalists, who until had been confined to producing magazine programmes, took over the entire news operation. In 1976, the station's name was changed to ""Radio Television Hong Kong"" to reflect its new involvement in television programme production. In the same year, it began to produce educational television programmes for schools after absorbing the independent Educational Television Unit. In 1986, RTHK headquarters moved across the road to the former Commercial Television studios, which were renamed Television House; the station's first News and Financial News channel, Radio 7, was established in November 1989.",1
